example_idx,question_id,query_type,gold,pred,layer,rank,pos,token,attn_weight
0,11856,ate,yes,yes,28,5,7,yes,0.031006
0,11856,ate,yes,yes,29,1,0,<|im_start|>,0.566406
0,11856,ate,yes,yes,29,2,107,Ċ,0.082031
0,11856,ate,yes,yes,29,3,7,yes,0.062988
0,11856,ate,yes,yes,29,4,96,Ġincrease,0.031738
0,11856,ate,yes,yes,29,5,102,?,0.029053
0,11856,ate,yes,yes,30,1,0,<|im_start|>,0.472656
0,11856,ate,yes,yes,30,2,107,Ċ,0.112793
0,11856,ate,yes,yes,30,3,7,yes,0.107422
0,11856,ate,yes,yes,30,4,106,assistant,0.035400
0,11856,ate,yes,yes,30,5,11,no,0.034180
0,11856,ate,yes,yes,31,1,2,Ċ,0.200195
0,11856,ate,yes,yes,31,2,106,assistant,0.151367
0,11856,ate,yes,yes,31,3,7,yes,0.148438
0,11856,ate,yes,yes,31,4,107,Ċ,0.100098
0,11856,ate,yes,yes,31,5,23,Ċ,0.025513
0,11856,ate,yes,yes,32,1,2,Ċ,0.296875
0,11856,ate,yes,yes,32,2,106,assistant,0.226562
0,11856,ate,yes,yes,32,3,7,yes,0.080078
0,11856,ate,yes,yes,32,4,25,Ġa,0.053955
0,11856,ate,yes,yes,32,5,107,Ċ,0.038818
0,11856,ate,yes,yes,33,1,2,Ċ,0.267578
0,11856,ate,yes,yes,33,2,106,assistant,0.210938
0,11856,ate,yes,yes,33,3,7,yes,0.119629
0,11856,ate,yes,yes,33,4,25,Ġa,0.050781
0,11856,ate,yes,yes,33,5,11,no,0.028564
0,11856,ate,yes,yes,34,1,107,Ċ,0.248047
0,11856,ate,yes,yes,34,2,106,assistant,0.232422
0,11856,ate,yes,yes,34,3,2,Ċ,0.168945
0,11856,ate,yes,yes,34,4,23,Ċ,0.035400
0,11856,ate,yes,yes,34,5,105,<|im_start|>,0.016846
0,11856,ate,yes,yes,35,1,107,Ċ,0.261719
0,11856,ate,yes,yes,35,2,2,Ċ,0.187500
0,11856,ate,yes,yes,35,3,106,assistant,0.184570
0,11856,ate,yes,yes,35,4,102,?,0.020386
0,11856,ate,yes,yes,35,5,23,Ċ,0.015991
1,20799,nie,yes,yes,0,1,195,Ċ,0.267578
1,20799,nie,yes,yes,0,2,192,Ċ,0.083008
1,20799,nie,yes,yes,0,3,194,assistant,0.038574
1,20799,nie,yes,yes,0,4,190,?,0.033936
1,20799,nie,yes,yes,0,5,3,Answer,0.021362
1,20799,nie,yes,yes,1,1,195,Ċ,0.142578
1,20799,nie,yes,yes,1,2,192,Ċ,0.136719
1,20799,nie,yes,yes,1,3,194,assistant,0.076660
1,20799,nie,yes,yes,1,4,190,?,0.045166
1,20799,nie,yes,yes,1,5,193,<|im_start|>,0.041504
1,20799,nie,yes,yes,2,1,195,Ċ,0.202148
1,20799,nie,yes,yes,2,2,194,assistant,0.198242
1,20799,nie,yes,yes,2,3,192,Ċ,0.158203
1,20799,nie,yes,yes,2,4,193,<|im_start|>,0.056152
1,20799,nie,yes,yes,2,5,190,?,0.026001
1,20799,nie,yes,yes,3,1,0,<|im_start|>,0.617188
1,20799,nie,yes,yes,3,2,23,Ċ,0.064941
1,20799,nie,yes,yes,3,3,194,assistant,0.056641
1,20799,nie,yes,yes,3,4,195,Ċ,0.048828
1,20799,nie,yes,yes,3,5,192,Ċ,0.039551
1,20799,nie,yes,yes,4,1,0,<|im_start|>,0.722656
1,20799,nie,yes,yes,4,2,194,assistant,0.089355
1,20799,nie,yes,yes,4,3,195,Ċ,0.042725
1,20799,nie,yes,yes,4,4,192,Ċ,0.032959
1,20799,nie,yes,yes,4,5,23,Ċ,0.023438
1,20799,nie,yes,yes,5,1,0,<|im_start|>,0.804688
1,20799,nie,yes,yes,5,2,195,Ċ,0.062988
1,20799,nie,yes,yes,5,3,194,assistant,0.042480
1,20799,nie,yes,yes,5,4,193,<|im_start|>,0.017456
1,20799,nie,yes,yes,5,5,192,Ċ,0.008667
1,20799,nie,yes,yes,6,1,0,<|im_start|>,0.585938
1,20799,nie,yes,yes,6,2,195,Ċ,0.052246
1,20799,nie,yes,yes,6,3,194,assistant,0.049072
1,20799,nie,yes,yes,6,4,193,<|im_start|>,0.039795
1,20799,nie,yes,yes,6,5,23,Ċ,0.031738
1,20799,nie,yes,yes,7,1,0,<|im_start|>,0.558594
1,20799,nie,yes,yes,7,2,195,Ċ,0.077148
1,20799,nie,yes,yes,7,3,3,Answer,0.032471
1,20799,nie,yes,yes,7,4,194,assistant,0.031982
1,20799,nie,yes,yes,7,5,23,Ċ,0.030640
1,20799,nie,yes,yes,8,1,0,<|im_start|>,0.396484
1,20799,nie,yes,yes,8,2,20,Ċ,0.090820
1,20799,nie,yes,yes,8,3,195,Ċ,0.076172
1,20799,nie,yes,yes,8,4,192,Ċ,0.072754
1,20799,nie,yes,yes,8,5,194,assistant,0.034912
1,20799,nie,yes,yes,9,1,0,<|im_start|>,0.640625
1,20799,nie,yes,yes,9,2,195,Ċ,0.076172
1,20799,nie,yes,yes,9,3,192,Ċ,0.063965
1,20799,nie,yes,yes,9,4,194,assistant,0.034912
1,20799,nie,yes,yes,9,5,193,<|im_start|>,0.033447
1,20799,nie,yes,yes,10,1,0,<|im_start|>,0.457031
1,20799,nie,yes,yes,10,2,195,Ċ,0.104004
1,20799,nie,yes,yes,10,3,192,Ċ,0.081543
1,20799,nie,yes,yes,10,4,20,Ċ,0.051758
1,20799,nie,yes,yes,10,5,190,?,0.040771
1,20799,nie,yes,yes,11,1,0,<|im_start|>,0.439453
1,20799,nie,yes,yes,11,2,195,Ċ,0.139648
1,20799,nie,yes,yes,11,3,192,Ċ,0.048096
1,20799,nie,yes,yes,11,4,190,?,0.033936
1,20799,nie,yes,yes,11,5,194,assistant,0.025513
1,20799,nie,yes,yes,12,1,0,<|im_start|>,0.462891
1,20799,nie,yes,yes,12,2,195,Ċ,0.145508
1,20799,nie,yes,yes,12,3,192,Ċ,0.041748
1,20799,nie,yes,yes,12,4,7,yes,0.025513
1,20799,nie,yes,yes,12,5,4,Ġwith,0.023193
1,20799,nie,yes,yes,13,1,0,<|im_start|>,0.605469
1,20799,nie,yes,yes,13,2,192,Ċ,0.085449
1,20799,nie,yes,yes,13,3,195,Ċ,0.061035
1,20799,nie,yes,yes,13,4,194,assistant,0.040283
1,20799,nie,yes,yes,13,5,193,<|im_start|>,0.027100
1,20799,nie,yes,yes,14,1,0,<|im_start|>,0.488281
1,20799,nie,yes,yes,14,2,195,Ċ,0.135742
1,20799,nie,yes,yes,14,3,192,Ċ,0.081543
1,20799,nie,yes,yes,14,4,193,<|im_start|>,0.052979
1,20799,nie,yes,yes,14,5,194,assistant,0.034668
1,20799,nie,yes,yes,15,1,0,<|im_start|>,0.539062
1,20799,nie,yes,yes,15,2,195,Ċ,0.133789
1,20799,nie,yes,yes,15,3,192,Ċ,0.069336
1,20799,nie,yes,yes,15,4,193,<|im_start|>,0.031738
1,20799,nie,yes,yes,15,5,181,ĠDoes,0.026123
1,20799,nie,yes,yes,16,1,0,<|im_start|>,0.175781
1,20799,nie,yes,yes,16,2,195,Ċ,0.115234
1,20799,nie,yes,yes,16,3,11,no,0.095703
1,20799,nie,yes,yes,16,4,8,',0.081543
1,20799,nie,yes,yes,16,5,7,yes,0.064453
1,20799,nie,yes,yes,17,1,0,<|im_start|>,0.417969
1,20799,nie,yes,yes,17,2,195,Ċ,0.087402
1,20799,nie,yes,yes,17,3,192,Ċ,0.051270
1,20799,nie,yes,yes,17,4,181,ĠDoes,0.043945
1,20799,nie,yes,yes,17,5,11,no,0.043945
1,20799,nie,yes,yes,18,1,0,<|im_start|>,0.275391
1,20799,nie,yes,yes,18,2,195,Ċ,0.147461
1,20799,nie,yes,yes,18,3,192,Ċ,0.101562
1,20799,nie,yes,yes,18,4,194,assistant,0.046387
1,20799,nie,yes,yes,18,5,190,?,0.044678
1,20799,nie,yes,yes,19,1,0,<|im_start|>,0.359375
1,20799,nie,yes,yes,19,2,195,Ċ,0.097656
1,20799,nie,yes,yes,19,3,181,ĠDoes,0.058105
1,20799,nie,yes,yes,19,4,192,Ċ,0.051514
1,20799,nie,yes,yes,19,5,7,yes,0.048340
1,20799,nie,yes,yes,20,1,0,<|im_start|>,0.437500
1,20799,nie,yes,yes,20,2,195,Ċ,0.097656
1,20799,nie,yes,yes,20,3,190,?,0.051514
1,20799,nie,yes,yes,20,4,192,Ċ,0.035645
1,20799,nie,yes,yes,20,5,182,Ġsmoking,0.019897
1,20799,nie,yes,yes,21,1,195,Ċ,0.118164
1,20799,nie,yes,yes,21,2,0,<|im_start|>,0.090332
1,20799,nie,yes,yes,21,3,188,Ġthrough,0.063965
1,20799,nie,yes,yes,21,4,184,Ġaffect,0.060059
1,20799,nie,yes,yes,21,5,183,Ġnegatively,0.056885
1,20799,nie,yes,yes,22,1,0,<|im_start|>,0.190430
1,20799,nie,yes,yes,22,2,195,Ċ,0.080078
1,20799,nie,yes,yes,22,3,192,Ċ,0.073242
1,20799,nie,yes,yes,22,4,7,yes,0.057861
1,20799,nie,yes,yes,22,5,182,Ġsmoking,0.056152
1,20799,nie,yes,yes,23,1,0,<|im_start|>,0.181641
1,20799,nie,yes,yes,23,2,182,Ġsmoking,0.131836
1,20799,nie,yes,yes,23,3,195,Ċ,0.092773
1,20799,nie,yes,yes,23,4,189,Ġeffort,0.077148
1,20799,nie,yes,yes,23,5,194,assistant,0.071289
1,20799,nie,yes,yes,24,1,0,<|im_start|>,0.246094
1,20799,nie,yes,yes,24,2,190,?,0.147461
1,20799,nie,yes,yes,24,3,195,Ċ,0.118164
1,20799,nie,yes,yes,24,4,189,Ġeffort,0.067871
1,20799,nie,yes,yes,24,5,182,Ġsmoking,0.057617
1,20799,nie,yes,yes,25,1,0,<|im_start|>,0.554688
1,20799,nie,yes,yes,25,2,7,yes,0.070312
1,20799,nie,yes,yes,25,3,195,Ċ,0.069824
1,20799,nie,yes,yes,25,4,190,?,0.058105
1,20799,nie,yes,yes,25,5,188,Ġthrough,0.018555
1,20799,nie,yes,yes,26,1,0,<|im_start|>,0.259766
1,20799,nie,yes,yes,26,2,183,Ġnegatively,0.157227
1,20799,nie,yes,yes,26,3,189,Ġeffort,0.099609
1,20799,nie,yes,yes,26,4,182,Ġsmoking,0.096680
1,20799,nie,yes,yes,26,5,195,Ċ,0.071289
1,20799,nie,yes,yes,27,1,0,<|im_start|>,0.246094
1,20799,nie,yes,yes,27,2,195,Ċ,0.129883
1,20799,nie,yes,yes,27,3,7,yes,0.043945
1,20799,nie,yes,yes,27,4,131,%.,0.041748
1,20799,nie,yes,yes,27,5,192,Ċ,0.039307
1,20799,nie,yes,yes,28,1,0,<|im_start|>,0.429688
1,20799,nie,yes,yes,28,2,195,Ċ,0.106445
1,20799,nie,yes,yes,28,3,194,assistant,0.071777
1,20799,nie,yes,yes,28,4,190,?,0.047607
1,20799,nie,yes,yes,28,5,192,Ċ,0.030151
1,20799,nie,yes,yes,29,1,0,<|im_start|>,0.484375
1,20799,nie,yes,yes,29,2,7,yes,0.109863
1,20799,nie,yes,yes,29,3,195,Ċ,0.087891
1,20799,nie,yes,yes,29,4,194,assistant,0.026001
1,20799,nie,yes,yes,29,5,190,?,0.023926
1,20799,nie,yes,yes,30,1,0,<|im_start|>,0.443359
1,20799,nie,yes,yes,30,2,7,yes,0.129883
1,20799,nie,yes,yes,30,3,195,Ċ,0.122070
1,20799,nie,yes,yes,30,4,194,assistant,0.043945
1,20799,nie,yes,yes,30,5,11,no,0.041992
1,20799,nie,yes,yes,31,1,2,Ċ,0.176758
1,20799,nie,yes,yes,31,2,7,yes,0.166992
1,20799,nie,yes,yes,31,3,194,assistant,0.122070
1,20799,nie,yes,yes,31,4,195,Ċ,0.100586
1,20799,nie,yes,yes,31,5,11,no,0.025879
1,20799,nie,yes,yes,32,1,2,Ċ,0.291016
1,20799,nie,yes,yes,32,2,194,assistant,0.185547
1,20799,nie,yes,yes,32,3,7,yes,0.095703
1,20799,nie,yes,yes,32,4,25,Ġa,0.049561
1,20799,nie,yes,yes,32,5,195,Ċ,0.038330
1,20799,nie,yes,yes,33,1,2,Ċ,0.283203
1,20799,nie,yes,yes,33,2,194,assistant,0.175781
1,20799,nie,yes,yes,33,3,7,yes,0.117188
1,20799,nie,yes,yes,33,4,25,Ġa,0.046631
1,20799,nie,yes,yes,33,5,11,no,0.028931
1,20799,nie,yes,yes,34,1,194,assistant,0.250000
1,20799,nie,yes,yes,34,2,195,Ċ,0.230469
1,20799,nie,yes,yes,34,3,2,Ċ,0.176758
1,20799,nie,yes,yes,34,4,23,Ċ,0.030884
1,20799,nie,yes,yes,34,5,188,Ġthrough,0.016235
1,20799,nie,yes,yes,35,1,195,Ċ,0.251953
1,20799,nie,yes,yes,35,2,2,Ċ,0.205078
1,20799,nie,yes,yes,35,3,194,assistant,0.185547
1,20799,nie,yes,yes,35,4,188,Ġthrough,0.023560
1,20799,nie,yes,yes,35,5,190,?,0.015869
2,20272,correlation,yes,yes,0,1,165,Ċ,0.275391
2,20272,correlation,yes,yes,0,2,162,Ċ,0.086426
2,20272,correlation,yes,yes,0,3,164,assistant,0.039551
2,20272,correlation,yes,yes,0,4,160,?,0.036133
2,20272,correlation,yes,yes,0,5,3,Answer,0.024170
2,20272,correlation,yes,yes,1,1,162,Ċ,0.138672
2,20272,correlation,yes,yes,1,2,165,Ċ,0.135742
2,20272,correlation,yes,yes,1,3,164,assistant,0.072266
2,20272,correlation,yes,yes,1,4,163,<|im_start|>,0.044678
2,20272,correlation,yes,yes,1,5,160,?,0.042236
2,20272,correlation,yes,yes,2,1,165,Ċ,0.208984
2,20272,correlation,yes,yes,2,2,164,assistant,0.183594
2,20272,correlation,yes,yes,2,3,162,Ċ,0.155273
2,20272,correlation,yes,yes,2,4,163,<|im_start|>,0.057861
2,20272,correlation,yes,yes,2,5,160,?,0.025146
2,20272,correlation,yes,yes,3,1,0,<|im_start|>,0.601562
2,20272,correlation,yes,yes,3,2,23,Ċ,0.070312
2,20272,correlation,yes,yes,3,3,164,assistant,0.049805
2,20272,correlation,yes,yes,3,4,165,Ċ,0.049072
2,20272,correlation,yes,yes,3,5,162,Ċ,0.041504
2,20272,correlation,yes,yes,4,1,0,<|im_start|>,0.710938
2,20272,correlation,yes,yes,4,2,164,assistant,0.085938
2,20272,correlation,yes,yes,4,3,165,Ċ,0.042969
2,20272,correlation,yes,yes,4,4,162,Ċ,0.034912
2,20272,correlation,yes,yes,4,5,23,Ċ,0.026733
2,20272,correlation,yes,yes,5,1,0,<|im_start|>,0.792969
2,20272,correlation,yes,yes,5,2,165,Ċ,0.066895
2,20272,correlation,yes,yes,5,3,164,assistant,0.048096
2,20272,correlation,yes,yes,5,4,163,<|im_start|>,0.017944
2,20272,correlation,yes,yes,5,5,3,Answer,0.009216
2,20272,correlation,yes,yes,6,1,0,<|im_start|>,0.585938
2,20272,correlation,yes,yes,6,2,165,Ċ,0.051025
2,20272,correlation,yes,yes,6,3,164,assistant,0.049316
2,20272,correlation,yes,yes,6,4,163,<|im_start|>,0.039795
2,20272,correlation,yes,yes,6,5,23,Ċ,0.036865
2,20272,correlation,yes,yes,7,1,0,<|im_start|>,0.554688
2,20272,correlation,yes,yes,7,2,165,Ċ,0.077637
2,20272,correlation,yes,yes,7,3,164,assistant,0.032227
2,20272,correlation,yes,yes,7,4,3,Answer,0.031982
2,20272,correlation,yes,yes,7,5,23,Ċ,0.031494
2,20272,correlation,yes,yes,8,1,0,<|im_start|>,0.402344
2,20272,correlation,yes,yes,8,2,20,Ċ,0.096191
2,20272,correlation,yes,yes,8,3,162,Ċ,0.077637
2,20272,correlation,yes,yes,8,4,165,Ċ,0.076172
2,20272,correlation,yes,yes,8,5,164,assistant,0.034180
2,20272,correlation,yes,yes,9,1,0,<|im_start|>,0.636719
2,20272,correlation,yes,yes,9,2,165,Ċ,0.077148
2,20272,correlation,yes,yes,9,3,162,Ċ,0.070801
2,20272,correlation,yes,yes,9,4,164,assistant,0.036621
2,20272,correlation,yes,yes,9,5,163,<|im_start|>,0.035400
2,20272,correlation,yes,yes,10,1,0,<|im_start|>,0.449219
2,20272,correlation,yes,yes,10,2,165,Ċ,0.102539
2,20272,correlation,yes,yes,10,3,162,Ċ,0.085938
2,20272,correlation,yes,yes,10,4,20,Ċ,0.044434
2,20272,correlation,yes,yes,10,5,160,?,0.040039
2,20272,correlation,yes,yes,11,1,0,<|im_start|>,0.445312
2,20272,correlation,yes,yes,11,2,165,Ċ,0.139648
2,20272,correlation,yes,yes,11,3,162,Ċ,0.047607
2,20272,correlation,yes,yes,11,4,160,?,0.033691
2,20272,correlation,yes,yes,11,5,164,assistant,0.023193
2,20272,correlation,yes,yes,12,1,0,<|im_start|>,0.490234
2,20272,correlation,yes,yes,12,2,165,Ċ,0.139648
2,20272,correlation,yes,yes,12,3,162,Ċ,0.037842
2,20272,correlation,yes,yes,12,4,4,Ġwith,0.022705
2,20272,correlation,yes,yes,12,5,7,yes,0.022461
2,20272,correlation,yes,yes,13,1,0,<|im_start|>,0.585938
2,20272,correlation,yes,yes,13,2,162,Ċ,0.092285
2,20272,correlation,yes,yes,13,3,165,Ċ,0.064453
2,20272,correlation,yes,yes,13,4,164,assistant,0.040771
2,20272,correlation,yes,yes,13,5,163,<|im_start|>,0.028564
2,20272,correlation,yes,yes,14,1,0,<|im_start|>,0.498047
2,20272,correlation,yes,yes,14,2,165,Ċ,0.145508
2,20272,correlation,yes,yes,14,3,162,Ċ,0.084473
2,20272,correlation,yes,yes,14,4,163,<|im_start|>,0.056641
2,20272,correlation,yes,yes,14,5,164,assistant,0.037354
2,20272,correlation,yes,yes,15,1,0,<|im_start|>,0.542969
2,20272,correlation,yes,yes,15,2,165,Ċ,0.123047
2,20272,correlation,yes,yes,15,3,162,Ċ,0.078613
2,20272,correlation,yes,yes,15,4,163,<|im_start|>,0.030640
2,20272,correlation,yes,yes,15,5,148,ĠIs,0.022949
2,20272,correlation,yes,yes,16,1,0,<|im_start|>,0.179688
2,20272,correlation,yes,yes,16,2,165,Ċ,0.121582
2,20272,correlation,yes,yes,16,3,11,no,0.072754
2,20272,correlation,yes,yes,16,4,12,'.,0.065918
2,20272,correlation,yes,yes,16,5,162,Ċ,0.061523
2,20272,correlation,yes,yes,17,1,0,<|im_start|>,0.425781
2,20272,correlation,yes,yes,17,2,165,Ċ,0.090820
2,20272,correlation,yes,yes,17,3,162,Ċ,0.060059
2,20272,correlation,yes,yes,17,4,12,'.,0.040527
2,20272,correlation,yes,yes,17,5,11,no,0.033691
2,20272,correlation,yes,yes,18,1,0,<|im_start|>,0.246094
2,20272,correlation,yes,yes,18,2,165,Ċ,0.146484
2,20272,correlation,yes,yes,18,3,162,Ċ,0.104492
2,20272,correlation,yes,yes,18,4,160,?,0.062988
2,20272,correlation,yes,yes,18,5,164,assistant,0.049316
2,20272,correlation,yes,yes,19,1,0,<|im_start|>,0.345703
2,20272,correlation,yes,yes,19,2,165,Ċ,0.094238
2,20272,correlation,yes,yes,19,3,160,?,0.049072
